ID,Name,Year,Season,English,Japanese,Episodes,Broadcast,Source,Duration,Rating,Score,Members,Favorites,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
41101,Poccolies,2020,spring,Poccolies,ぽっこりーず,,Unknown,Other,,G - All Ages,,32,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
41384,Norimono Man Mobile Land no Car-kun,2020,spring,,のりものまん モービルランドのカークン,,Unknown,Original,,PG - Children,,16,0,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
39587,Re Zero kara Hajimeru Isekai Seikatsu 2nd Season,2020,summer,,Re：ゼロから始める異世界生活,,Unknown,Light novel,,R - 17+ (violence & profanity),,176552,875,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,2020,summer,Is It Wrong to Try to Pick Up Girls in a Dungeon? III,ダンジョンに出会いを求めるのは間違っているだろうか 3期,,Unknown,Light novel,24,PG-13 - Teens 13 or older,,65696,101,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
40956,Enen no Shouboutai Ni no Shou,2020,summer,,炎炎ノ消防隊 弐ノ章,,Unknown,Manga,,PG-13 - Teens 13 or older,,49486,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
40497,Mahouka Koukou no Rettousei Raihousha-hen,2020,summer,,魔法科高校の劣等生 来訪者編,,Unknown,Light novel,23,PG-13 - Teens 13 or older,,36742,153,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,
40776,Haikyuu To the Top 2nd Season,2020,summer,,ハイキュー!! TO THE TOP 第2期,12,Unknown,Manga,,PG-13 - Teens 13 or older,,33771,66,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,
40839,Kanojo Okarishimasu,2020,summer,,"彼女, お借りします",,Unknown,Manga,,None,,10650,86,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,
40496,Maou Gakuin no Futekigousha Shijou Saikyou no Maou no Shiso Tensei shite Shison-tachi no Gakkou e,2020,summer,,魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,,Unknown,Light novel,,None,,9770,50,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
40052,Great Pretender,2020,summer,,,23,Thursdays at 00:55 (JST),Original,,None,,7205,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40436,Peter Grill to Kenja no Jikan,2020,summer,Peter Grill and the Philosopher's Time,ピーター・グリルと賢者の時間,,Unknown,Manga,,None,,4653,11,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,2020,summer,Muhyo & Roji's Bureau of Supernatural Investigation 2nd Season,ムヒョとロージーの魔法律相談事務所 2期,,Unknown,Manga,23,PG-13 - Teens 13 or older,,3856,5,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,
40550,Assault Lily Bouquet,2020,summer,,アサルトリリィ Bouquet,,Unknown,Other,,None,,3638,4,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
41226,Uzaki-chan wa Asobitai,2020,summer,,宇崎ちゃんは遊びたい！,,Unknown,Manga,,None,,3480,13,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38853,Ex-Arm,2020,summer,,EX-ARM,,Unknown,Manga,,None,,3104,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
40074,Gibiate,2020,summer,,ジビエート,,Unknown,Original,,None,,2997,3,1,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
40623,Dokyuu Hentai HxEros,2020,summer,,ド級編隊エグゼロス,,Unknown,Manga,,None,,2968,9,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,
38669,Tsukiuta The Animation 2,2020,summer,,ツキウタ. THE ANIMATION 2,,Unknown,Music,,PG-13 - Teens 13 or older,,1473,13,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
40085,Maesetsu,2020,summer,,まえせつ!,,Unknown,Original,,None,,808,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
40473,Chou Futsuu Toshi Kashiwa Densetsu,2020,summer,,超普通都市カシワ伝説,,Unknown,Other,,None,,587,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41383,Obake Zukan,2020,summer,,おばけずかん,,Unknown,Picture book,,None,,21,0,,,,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
41433,Akudama Drive,2020,summer,,アクダマドライブ,,Unknown,Original,,None,,97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru Kan,2020,spring,,やはり俺の青春ラブコメはまちがっている。完,,Fridays at 01:58 (JST),Light novel,,PG-13 - Teens 13 or older,,99025,1108,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,
40591,Kaguya-sama wa Kokurasetai Tensai-tachi no Renai Zunousen,2020,spring,,かぐや様は告らせたい？～天才たちの恋愛頭脳戦～,,Saturdays at 23:30 (JST),Manga,,PG-13 - Teens 13 or older,,94028,321,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,
40540,Sword Art Online Alicization - War of Underworld 2nd Season,2020,spring,,ソードアート・オンライン アリシゼーション War of Underworld,11,Sundays at 00:00 (JST),Light novel,,PG-13 - Teens 13 or older,,62157,617,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
40902,Shokugeki no Souma Gou no Sara,2020,spring,,食戟のソーマ 豪ノ皿,,Saturdays at 00:30 (JST),Manga,,PG-13 - Teens 13 or older,,49999,122,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
40417,Fruits Basket 2nd Season,2020,spring,,フルーツバスケット 2nd season,,Tuesdays at 01:30 (JST),Manga,23,PG-13 - Teens 13 or older,,40142,105,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,1,,,,
40815,Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,2020,spring,,本好きの下剋上 ～司書になるためには手段を選んでいられません～ 第2期,12,Sundays at 02:10 (JST),Light novel,23,PG-13 - Teens 13 or older,,19517,37,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
40221,Kami no Tou,2020,spring,Tower of God,神之塔 -Tower of God-,,Unknown,Web manga,,None,,18699,278,1,1,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta,2020,spring,,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,,Sundays at 01:30 (JST),Light novel,,None,,17849,74,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
40529,No Guns Life 2nd Season,2020,spring,,ノー・ガンズ・ライフ,12,Fridays at 01:28 (JST),Manga,,None,,15786,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
39463,Gleipnir,2020,spring,,グレイプニル,,Unknown,Manga,,None,,16682,28,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,
40060,BNA,2020,spring,,BNA ビー・エヌ・エー,,Thursdays at 00:55 (JST),Original,,None,,15813,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39710,Yesterday wo Utatte,2020,spring,,イエスタデイをうたって,12,Sundays at 01:30 (JST),Manga,,None,,13598,14,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,
39469,Tsugu Tsugumomo,2020,spring,,続・つぐもも,,Sundays at 21:30 (JST),Manga,24,R+ - Mild Nudity,,11263,14,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,
40716,Kakushigoto TV,2020,spring,,かくしごと,,Thursdays at 23:30 (JST),Manga,,None,,10792,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
40532,Appare-Ranman,2020,spring,,天晴爛漫！,,Fridays at 21:30 (JST),Original,,None,,9797,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38830,Hachi-nan tte Sore wa Nai deshou,2020,spring,,八男って、それはないでしょう！,,Thursdays at 21:00 (JST),Light novel,,None,,9236,28,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41074,Digimon Adventure ,2020,spring,,デジモンアドベンチャー:,,Sundays at 09:00 (JST),Original,,PG - Children,,8982,12,1,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
39049,Jashin-chan Dropkick,2020,spring,Dropkick on My Devil!! Dash,邪神ちゃんドロップキック'（ダッシュ）,,Mondays at 22:30 (JST),Web manga,,PG-13 - Teens 13 or older,,8738,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
40128,Arte,2020,spring,,アルテ,,Saturdays at 22:00 (JST),Manga,,None,,8444,8,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,
40145,Yu☆Gi☆Oh Sevens,2020,spring,,遊☆戯☆王SEVENS,,Saturdays at 07:30 (JST),Card game,,PG-13 - Teens 13 or older,,7799,18,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
40682,Kingdom 3rd Season,2020,spring,,キングダム 第3シリーズ,,Mondays at 00:15 (JST),Manga,,R - 17+ (violence & profanity),,7339,54,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,
41120,Fugou Keiji Balance Unlimited,2020,spring,,富豪刑事 Balance:UNLIMITED,,Fridays at 00:55 (JST),Novel,,None,,7708,16,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
38843,Shironeko Project Zero Chronicle,2020,spring,,白猫プロジェクトZERO CHRONICLE,,Mondays at 22:00 (JST),Game,,None,,6234,14,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
39966,Tamayomi,2020,spring,,球詠,,Unknown,Manga,,None,,5917,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
40513,Nami yo Kiitekure,2020,spring,"Wave, Listen to Me!",波よ聞いてくれ,,Fridays at 02:25 (JST),Manga,,None,,5524,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
39582,Kitsutsuki Tanteidokoro,2020,spring,Woodpecker Detective's Office,啄木鳥探偵處,,Mondays at 23:00 (JST),Novel,,None,,4351,3,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
40165,Listeners,2020,spring,,LISTENERS,,Saturdays at 01:55 (JST),Original,,None,,4727,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
39292,Princess Connect Re Dive,2020,spring,,プリンセスコネクト！Re:Dive,,Tuesdays at 00:30 (JST),Game,,None,,4287,14,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39730,Houkago Teibou Nisshi,2020,spring,,放課後ていぼう日誌,,Tuesdays at 22:00 (JST),Manga,,None,,3896,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,
40358,Gal to Kyouryuu,2020,spring,,ギャルと恐竜,,Sundays at 01:00 (JST),Manga,,None,,3272,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
40504,Major 2nd TV 2nd Season,2020,spring,,メジャーセカンド,,Saturdays at 17:35 (JST),Manga,,PG-13 - Teens 13 or older,,2963,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
40403,Shin Sakura Taisen the Animation,2020,spring,New Sakura Wars the Animation,新サクラ大戦 the Animation,,Fridays at 22:00 (JST),Game,,PG-13 - Teens 13 or older,,2707,6,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,
40934,Bungou to Alchemist Shinpan no Haguruma,2020,spring,,文豪とアルケミスト 〜審判ノ歯車〜,,Saturdays at 01:23 (JST),Game,,None,,2455,4,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40783,Shachou Battle no Jikan Desu,2020,spring,,"社長, バトルの時間です!",,Sundays at 23:30 (JST),Game,,None,,1798,0,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40677,Argonavis from BanG Dream,2020,spring,,アルゴナビス from BanG Dream!,,Saturdays at 01:25 (JST),Other,,None,,1469,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
41332,Ore no Yubi de Midarero Heitengo Futarikiri no Salon de,2020,spring,,俺の指で乱れろ。～閉店後二人きりのサロンで…～,,Mondays at 01:00 (JST),Manga,,R+ - Mild Nudity,,1112,8,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
40506,Shadowverse TV,2020,spring,,シャドウバース,,Unknown,Card game,,None,,868,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41266,Olympia Kyklos,2020,spring,,オリンピア・キュクロス,24,Unknown,Manga,5,None,,667,0,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,
40327,Mewkledreamy,2020,spring,,ミュークルドリーミー,,Sundays at 10:30 (JST),Other,,None,,490,0,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
41283,Cardfight Vanguard Gaiden If,2020,spring,,カードファイト!! ヴァンガード外伝 イフ-if-,,Unknown,Original,,PG-13 - Teens 13 or older,,419,0,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40880,Kiratto Pri☆chan Season 3,2020,spring,,キラッとプリ☆チャン シーズン3,,Sundays at 10:00 (JST),Game,24,PG - Children,,261,0,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,
40045,Motto Majime ni Fumajime Kaiketsu Zorori,2020,spring,,もっと! まじめにふまじめ かいけつゾロリ,,Sundays at 19:00 (JST),Book,,PG - Children,,180,0,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
41062,Tomica Kizuna Gattai Earth Granner,2020,spring,,トミカ絆合体 アースグランナー,,Sundays at 09:30 (JST),Other,,PG - Children,,152,0,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
41381,Gal-gaku Hijiri Girls Square Gakuin,2020,spring,,ガル学. ~聖ガールズスクエア学院~,,Mondays at 19:05 (JST),Other,,PG-13 - Teens 13 or older,,85,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
41401,TV Yarou Nanaana Kaibutsu Kraken wo Oe,2020,spring,,テレビ野郎 ナナーナ 怪物クラーケンを追え!,,Thursdays at 19:53 (JST),Original,3,PG-13 - Teens 13 or older,,71,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41404,Neko Neko Nihonshi 5th Season,2020,spring,,ねこねこ日本史 第5期,,Wednesdays at 06:45 (JST),Web manga,9,G - All Ages,,40,0,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
41101,Poccolies,2020,spring,Poccolies,ぽっこりーず,,Unknown,Other,,G - All Ages,,32,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
41384,Norimono Man Mobile Land no Car-kun,2020,spring,,のりものまん モービルランドのカークン,,Unknown,Original,,PG - Children,,16,0,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
